Направление,Год поступления,Количество абитуриентов,Баллы ЕГЭ,Возраст,Вступительный балл,Регион рождения,Уровень безработицы,Доля женщин,Доля квоты,Доля волонтерства
1,1949,14,-1.3028293723615807,-0.058172984289054125,-0.7274763964629619,-0.7274763964629619,29.623099195765064,-0.8776615378798422,-0.702765216201912,-0.5367007205455854
1,1950,14,-0.36170841616138244,-0.5330351719908151,0.40859246998894083,0.40859246998894083,32.37458310482857,-0.8263356276521192,-0.7729352653396925,-0.8010529108130993
1,1951,14,0.22310406010278558,-1.1805668855569516,1.0676890298354165,1.0676890298354165,31.994192714446847,-0.6259634302267932,-0.6730158329457997,-0.8098114506029271
1,1952,14,-1.2563543532394914,-1.4147229524237213,-0.4477723342580186,-0.4477723342580186,28.811970601078865,1.2152605330756001,0.48729031268142586,-0.611375783489638
1,1953,14,-3.0030386696002003,-0.4702386201947779,1.724148899189712,1.724148899189712,34.23431498195843,-0.8354416948076375,-0.5280778130409508,-0.8371818874461394
1,1954,14,-1.3919046733677247,1.2918269298773912,-1.6725407476101009,-1.6725407476101009,27.06878102093734,-0.60757217585348,-0.2511592332984844,0.5147405115439434
1,1955,14,0.9008665746111353,-0.0006164756675955919,1.6679245773344915,1.6679245773344915,33.98933359272063,-0.4773610221653899,-0.9533725345511276,0.12826881006471072
1,1956,14,0.21148712430012698,0.0006935351260476028,0.6085663893872433,0.6085663893872433,31.465740098632555,-0.8438909884014745,-0.7918797015721769,-0.7870027532335836
1,1957,14,-0.404308698045437,1.4108699795012436,-1.1851488428988621,-1.1851488428988621,27.8815239142778,-0.4726013184182889,-0.137687331613464,-0.7368236190210277
1,1958,14,0.025583409856040747,-1.7064355279119494,0.4255427657277146,0.4255427657277146,31.393663329101464,-0.6943644962123751,-0.6365290952648792,-0.4325248428504684
1,1959,14,-0.43916678136486464,-1.826788588329445,1.7198294991648164,1.7198294991648164,36.11534068514805,-0.17357441557182574,-0.7750595461889527,-0.3220713156166182
1,1960,14,0.4244958096318454,-1.0026573165179975,0.2156350780678217,0.2156350780678217,31.815110995806553,-0.7148074534797447,-0.6519596574905369,-0.3071305241068491
1,1961,15,0.47122574914446236,1.0443311439284875,-0.07996968816250652,-0.07996968816250652,31.0872504526048,2.662489697999384e-05,1.17128553165548,0.7148094428944057
1,1962,15,0.771252910170638,-0.7712030075381665,0.5184835115010852,0.5184835115010852,31.571067521492115,-0.3645142601699279,-0.2446247140577817,-0.5067119676930081
1,1963,15,1.4182867564577426,0.7683980432506029,-1.2146591794157824,-1.2146591794157824,29.270569201544202,-0.917585395106784,-0.5710572284622357,-0.6164202138049161
1,1964,15,0.4278524600558534,-1.4854501097747548,-0.08049669612458576,-0.08049669612458576,30.380729379782,-0.7777060364032696,-0.5587782012423282,-0.4044890071093415
1,1965,15,0.4820716179856241,0.8221174512972991,-0.41817637747583264,-0.41817637747583264,30.58460258867217,-0.8390628206335676,-0.8769886899480435,-0.7726658577442819
1,1966,15,0.29410938051717667,0.1652577873296073,-0.7086072369990076,-0.7086072369990076,29.506051290708026,-0.24297223192417985,0.18383056374131113,-0.7167519653360053
1,1967,15,1.3604511771058079,-0.8249224155848627,-0.19667748421360598,-0.19667748421360598,30.231808925588705,-0.9547790976814514,-0.6984236487209321,-0.5581212582974263
1,1968,15,0.34471211702477705,0.05415094101401457,0.017890471118298164,0.017890471118298164,28.799373195454226,-0.5811733583578809,-0.5644495970248781,-0.7979112606710957
1,1969,15,-0.371006572880764,0.21775451863557005,-0.5824888195648606,-0.5824888195648606,28.106543617768786,-0.5265489979133412,-0.6015531542200554,0.06390543023065415
1,1970,15,0.7604070413294823,0.4363001810445552,-1.008264572118784,-1.008264572118784,28.195285857188285,1.5190357289990302,-1.030008432019148,-0.8371818874461394
1,1971,15,-1.8241255040981283,-1.4866727865154912,1.3854779360774188,1.3854779360774188,32.75520993208639,-0.6868065135691818,-0.05224282444137826,-0.36686353925396786
1,1972,15,0.0844554053664119,-0.11067531334827437,0.5685608635579377,0.5685608635579377,30.664592083164163,-0.9995931080718425,-0.9090450169943307,-0.7934774802287521
1,1973,15,-1.2132321040553014,1.426480383959028,1.4462212591512846,1.4462212591512846,33.0115090461803,-0.6076056897098184,-0.9887429487671371,-0.8024424868374469
1,1974,16,-0.6231299439786759,0.5129918070717105,-0.7093085590260133,-0.7093085590260133,29.45347371060449,-0.5891518761380067,-0.510775632872039,-0.7277001400732903
1,1975,16,-0.5417986605150173,0.15243437565420223,2.0152596484871093,2.0152596484871093,30.955404298896845,-0.5569345049747784,-0.27135905966886115,-0.3488257864358914
1,1976,16,-1.1348376774985658,-0.1554685918306528,0.210436732413191,0.210436732413191,31.194196535023867,-0.8231920508212819,-0.7534718418226654,-0.45909974472852805
1,1977,16,-0.20630552462179694,-0.9807461230865382,0.441452884354562,0.441452884354562,33.19209440828704,-0.7733113052795,-0.7378798335197666,0.5147405115439436
1,1978,16,-0.20630870783305752,0.10436494949930308,-0.5579198465543835,-0.5579198465543835,28.202570221369662,-0.5207803000661486,-0.41805549016719806,-0.7726658577442819
1,1979,16,0.16646285791997162,-0.8731446763323503,-0.4754640057885631,-0.4754640057885631,29.639041082587756,-0.6750648659066155,-0.40532484940001734,-0.5116111534393074
1,1980,16,-1.2907258206818388,-0.9280916591538849,0.11968367210590068,0.11968367210590068,29.204176499472553,-0.4950617682765741,-0.2368341205474289,-0.7702763751627316
1,1981,16,0.33929024367461735,-0.31228572418417777,0.16238502520921883,0.16238502520921883,31.56833222996349,-0.5360785736702258,-0.8409840447548425,-0.7840510394563744
1,1982,16,-0.7824052990339726,-0.6201886916690299,-0.23574109550145347,-0.23574109550145347,30.273582466165745,-0.17352877289128854,-0.7750595461889527,-0.23604994268080806
1,1983,16,-0.2639167753475172,-0.46222529987106714,0.22709925589463573,0.22709925589463573,29.31223363361432,-0.7638118674750268,-0.8157303825466145,0.01259790620476968
1,1984,16,0.31557021093667903,-0.7232051006454608,0.7626621329012004,0.7626621329012004,31.881622948324424,-0.4226819517891348,-0.2850222419385133,-0.3668635392539678
1,1985,16,0.6985034123057762,0.35846719360706414,-1.8575539882410963,-1.8575539882410963,27.64961828493592,-0.4455316290416345,-0.030397075158235365,-0.5067119676930081
1,1986,16,-0.3723584866323953,0.3058127296744079,0.8830306697834008,0.8830306697834008,31.948307627045835,-0.37971899490428745,-0.1595983758613313,1.5848909847132202
1,1987,17,-1.7450230492149525,1.112843467614195,-0.2598651482017784,-0.2598651482017784,29.303979979037198,-0.8412543405152446,-0.37098218694781726,-0.14403779692552898
1,1988,17,-0.8774923548994653,-0.3899841456890335,-0.5485958279483836,-0.5485958279483836,28.978949149795174,-0.7064892374760665,-0.3825076046535013,0.04304931112883159
1,1989,17,1.192473039748367,-0.001078832418293018,0.4657102876937323,0.4657102876937323,29.084723748195575,-0.22787133428804254,0.8442628620950634,-0.2740023138981435
1,1990,17,-0.26510964042248886,-0.050635974943144535,-0.5197886555145692,-0.5197886555145692,29.1638031815917,-0.6216924735836841,-0.6315274466271806,-0.14550066005586448
1,1991,17,-0.06736598639595583,-0.4373836233772961,-1.7609254662765372,-1.7609254662765372,27.14199586917317,0.19196311675550862,0.15360256662762584,1.1073821716537418
1,1992,17,-1.1581620234379624,-0.1971497376811072,1.593293842287686,1.593293842287686,31.539097304683423,-0.4176809100583486,0.1746912174055713,0.035813235870417195
1,1993,17,-1.9906131286360043,0.4341471261224141,-1.0712228136499387,-1.0712228136499387,28.209621213245736,0.27008452113600223,1.4687258984573748,1.1652343740578461
1,1994,17,-0.3480386508979908,-0.2445492153693668,1.0586837240400515,1.0586837240400515,32.63842763500404,-0.1518476606162448,-0.09298305809045207,-0.8371818874461394
1,1995,17,-1.2889314673809107,1.0654439899259325,-0.30467829518703876,-0.30467829518703876,30.76804334126705,-0.9942387204965399,-0.8677682319453873,-0.49569903240574703
1,1996,17,0.5163040793026464,-0.6797751739100739,-0.6835450475460958,-0.6835450475460958,29.313628777271447,-0.5608464673551553,-0.1650619330080441,0.20253424833477623
1,1997,17,-0.27148856461571735,-1.2636725600253356,-0.7888542329962579,-0.7888542329962579,29.633519237351035,-0.6433215397694154,-0.9037846008953497,-0.5455907817816117
1,1998,18,-1.0945483926414072,-1.1458254690917815,1.8643745082559857,1.8643745082559857,31.969345941985814,-0.06080296399924998,-0.17327431342641808,0.06390543023065415
1,1999,18,-1.248172735534424,-0.5496006532773463,-0.243173957352458,-0.243173957352458,28.964509833228394,-0.3216772146740188,-0.6204036997095873,-0.2008688281273191
1,2000,18,0.4597771433996086,0.6408111837836323,-1.216712396495346,-1.216712396495346,27.61193225090148,0.8506184734001677,2.396928042351772,2.0467249487494423
1,2001,18,-1.9078640567991123,0.4088291386508389,0.21593804495518273,0.21593804495518273,31.38342577216056,-0.3600150702257428,-0.5539470122423784,-0.002446019569624611
1,2002,18,0.2127766822929585,1.1424091664338498,-0.6532783782010808,-0.6532783782010808,30.280431820488552,-0.815656078966535,-0.8392336251900376,-0.553189838117182
1,2003,18,-0.17881838623576837,2.060148374125572,-0.10062365528373449,-0.10062365528373449,30.46561046711833,-0.2249683721749118,0.5169951411381809,-0.436540331578734
1,2004,18,-0.9981557603881795,0.1351376119976367,-0.38960340630993323,-0.38960340630993323,30.16357367167281,-0.5901895270886371,-0.6321066920612891,-0.7855690636846533
1,2005,18,0.40857563131788,0.23180223972974945,-0.42848467570240656,-0.42848467570240656,29.444685449076523,-0.3402697542735305,0.2978500551471286,-0.44061798374238176
1,2006,18,1.014037608376772,0.32031568919029124,-0.9959699182104995,-0.9959699182104995,29.62489610585839,-0.6455422600100237,-0.15992919524656027,-0.18932502491445538
1,2007,18,0.5079762890473385,-1.4663209636851227,0.9045579713164067,0.9045579713164067,32.01456756021667,-0.19180336737362838,0.09713401059855814,-0.3153872773096162
1,2008,18,0.31218299906465535,0.4108669332187309,-0.35650272839626285,-0.35650272839626285,28.618537911515414,-0.4311725240227012,-0.26995967270169674,-0.5173722876850445
1,2009,19,0.1523728210822007,0.17219536534868535,1.025394945375947,1.025394945375947,32.25579184875287,1.82273105023152,1.3800525056007487,7.273138246182306
1,2010,19,1.21396009997627,0.8228253167787795,-0.7972356457207109,-0.7972356457207109,30.15620415928238,-0.26414887146859395,0.04105305073708135,0.024913555388116328
1,2011,19,0.6260918756424558,-0.5227751872878503,-1.2184621479674447,-1.2184621479674447,28.67196420757557,-0.7908191785216137,-0.7750595461889527,-0.5367855260276969
1,2012,19,-0.88638462385716,-2.474665041578121,1.3457868214724393,1.3457868214724393,32.41397730176295,5.168362354966964e-05,-0.3370227985238247,-0.2008688281273191
1,2013,19,-0.7123057996530089,0.2570154833171498,1.3151681878138435,1.3151681878138435,32.54549080139743,-0.8717478826925478,-0.587543430594986,-0.40613416602901153
1,2014,19,0.46342796841566375,0.5172674638891874,0.6022170868439721,0.6022170868439721,32.62518239397968,-0.45566279388514497,-0.2266547861458492,0.7775333606601005
1,2015,19,-0.629548991866658,0.3881067447142784,-0.04699933932964915,-0.04699933932964915,29.15142802779142,-0.6663842401018497,-0.13186212309260578,-0.2266989594022079
1,2016,19,-1.7995779820456055,-0.436989798208279,0.34389617310373594,0.34389617310373594,31.343511735349853,5.168362354966964e-05,1.5525983552764473,-0.14773798013755396
1,2017,19,0.5747220686454013,-0.04661182735022549,1.4725847077796959,1.4725847077796959,32.38470103481962,-0.5866141498333372,-0.5497821941389733,-0.18459668850262645
1,2018,19,0.9485619399532748,0.6522198097307407,0.9210720496600477,0.9210720496600477,31.962279787423217,-0.7088221029364932,-0.4499556075040895,-0.6118210122707238
1,2019,19,-0.2014922858147794,0.5182327350002943,0.5591005013226741,0.5591005013226741,31.02797250692677,0.09728154741116248,-0.3446211371449641,0.424767776931214
1,2020,20,0.19560433957989867,1.153298305947796,0.5043682595419589,0.5043682595419589,32.162733873591705,-0.622370642250221,-0.4291690636437023,-0.1117601123782901
1,2021,20,0.667325783669121,-1.2375993898609547,-0.06797662168295533,-0.06797662168295533,28.259636832948626,-0.1518476606162448,-0.6728153363486913,0.3268116103092694
1,2022,20,-0.36558024303484016,0.24583689939965453,0.7184357420346533,0.7184357420346533,31.500700263317164,-0.6271668278043903,-0.06264260279890989,-0.19756268792394963
1,2023,20,1.1417595438249664,-0.0014024821437803375,-0.5820482275314736,-0.5820482275314736,30.08928264966035,1.2152605330756001,1.2902028660410862,-0.011007088063311
1,2024,20,0.29049465680768094,-0.2486418636872152,-1.1823990666740118,-1.1823990666740118,26.988031333723683,0.3797589322497574,-0.9629520217346302,2.091619032272091
2,1908,8,-2.046424221381444,0.4134141764285959,-1.5496853890376758,-1.5496853890376758,27.77243782032221,-0.33144195217434,-0.5432878317978658,-0.6729592663868657
2,1909,8,-1.0975656140612784,-0.6190424322245921,-0.5598112352005308,-0.5598112352005308,28.289904747677046,-0.34713742047351703,-1.030008432019148,-0.12903205940371504
2,1910,8,-2.114200290934493,-2.4756303126892276,-1.2918358989776857,-1.2918358989776857,26.967268273061784,-0.6396066029507927,-1.030008432019148,-0.3153872773096162
2,1911,8,-2.195531574398151,-2.574061683887902,-2.0662753691601496,-2.0662753691601496,26.23012644253337,-0.5316265615387374,-0.4942187885134629,-0.8371818874461394
2,1912,9,-0.47100996751391455,1.5595692887593036,-1.9828748447387925,-1.9828748447387925,26.423180211835422,-0.9451227621456377,-0.9110322852983902,-0.6168686076107186
2,1913,9,0.830290567904623,2.835437883428989,-1.5453005421360428,-1.5453005421360428,26.862472764266382,-0.10123177374416333,-0.4944393347702822,0.6646303086818497
2,1914,9,0.7820942517780091,0.9145027104368375,1.1513614363674485,1.1513614363674485,32.57823373613474,-0.9205720443057266,-0.8677682319453873,-0.8098114506029271
2,1915,9,2.1376184723601046,1.0040350571813281,-0.03202668852617969,-0.03202668852617969,31.83923591317928,-0.55231127670706,-1.030008432019148,-0.8371818874461394
2,1916,9,-1.2421510255397148,-1.008470257123206,0.4097643534499519,0.4097643534499519,32.145328403194554,-0.8380473635731165,-0.7713969930005731,-0.8060362179348979
2,1917,9,-0.19388114978589402,2.1944468942423097,-0.3880073849054082,-0.3880073849054082,29.979374260842217,-0.8867318656615248,-1.001011065409627,-0.8127704167481392
2,1918,10,2.10146614212713,-0.5727923270784882,-0.8893399880179984,-0.8893399880179984,29.623973114407885,-0.7478096262898631,-0.206327416260055,-0.8371818874461394
2,1919,10,0.49110927611569766,-0.9079468811363739,0.9347273938744325,0.9347273938744325,32.48490850877408,-0.8220222285115435,-0.5260471857881305,-0.5721562057764942
2,1920,10,1.6026393633547056,0.6597365504164799,2.9241234623988617,2.9241234623988617,36.56345038288873,-3.072103497695748e-05,-0.6181679241396015,-0.7677030862287544
2,1921,10,-0.26255807074519993,2.965470096377432,0.762531469506486,0.762531469506486,32.68122420772799,-0.7225204219525421,-0.7116096274402158,-0.7639474753521389
2,1922,10,0.5941314484053378,-0.3310549908683582,0.7269086615374297,0.7269086615374297,31.993646299443878,0.48618408792118006,-0.17274500241005183,-0.7468594458635388
2,1923,11,0.01150370868385607,-1.8729275420788982,1.5939456478835874,1.5939456478835874,31.124277323994235,-0.49502626841393405,-1.030008432019148,0.23093175558926124
2,1924,11,-1.2503727374274782,-0.22633228492063867,1.0789685243683886,1.0789685243683886,31.851589670355306,-1.0855528681899294,-0.9443173764593296,-0.5728059516436343
2,1925,11,-0.6391465590254127,2.0212984563833087,1.710410825063767,1.710410825063767,33.446513688583586,-0.7290764451544199,-0.5587782012423282,-0.8010529108130993
2,1926,11,-0.10679633999055671,-0.3761743343409032,0.5695340583134924,0.5695340583134924,27.950392578714776,-0.9258557337545475,-0.723968947876939,-0.6011319447653313
2,1927,11,0.6966558421937638,0.7509756092403449,0.8952544700948006,0.8952544700948006,30.79634051599821,-0.5832643511111735,-0.1733801756296913,-0.0801830566716644
2,1928,12,-0.9620113528143382,-1.3767886169406318,-0.06475113037254404,-0.06475113037254404,30.38293321804191,-0.5154997226182733,-0.9649840341674945,-0.8371818874461394
2,1929,12,0.18566342495061985,0.6850679085139091,-0.508747720240472,-0.508747720240472,28.567508373432435,-5.0829348780074094e-05,0.4301533686446986,-0.018011598649054387
2,1930,12,-0.23454608413744352,0.6179186484555388,-1.4272366137608745,-1.4272366137608745,24.374608881173838,-0.9407824492432547,-0.3391791929953926,0.35464769716346556
2,1931,12,0.7052820803314992,-0.34356783532448437,0.22463367810190354,0.22463367810190354,30.371134914910485,-0.22087658586825984,-1.030008432019148,-0.018011598649054387
2,1932,13,-1.1809779075263644,1.9634103933040317,-0.2966948992681803,-0.2966948992681803,30.55586038602606,-0.5641995779669072,-0.41805549016719806,-0.5153649882758561
2,1933,13,-0.15078360921925807,-1.2063252675092289,0.11099917162852219,0.11099917162852219,29.773158544058056,-0.8776082880858822,-0.6431595181712296,-0.33657782207014303
2,1934,13,0.12449150404235658,-0.6357728485628411,0.9472622414938987,0.9472622414938987,32.31781200916349,-0.10561579114805282,-0.09889076203060813,-0.4454047928040553
2,1935,13,-1.1267550929846895,0.6983376906881135,-0.3871822064169525,-0.3871822064169525,30.45039955030779,-0.8314141742555231,-0.8326470706628671,-0.5762845823778778
2,1936,14,-1.910875720231069,-1.2394334049720563,0.27607247245240485,0.27607247245240485,31.303802726874505,-0.91140546246123,-0.3160633331918731,-0.08627578938214486
2,1937,14,0.5677919662804314,-0.5866616482313382,0.18120540629489823,0.18120540629489823,32.213592609054935,-0.901595956180998,-0.09725236294575791,-0.5465085591633028
2,1938,14,0.43611274543450707,-2.063564676783504,0.1952273371656581,0.1952273371656581,29.53202094957538,-0.14292014379710932,-0.715071573052436,-0.6777893434768443
2,1939,15,1.4074408876165838,-0.2755015677105633,0.5476374516316839,0.5476374516316839,28.699601896264333,-0.7542362923265234,-0.2175425168867001,-0.8060362179348979
2,1940,15,-1.1264821304527437,-1.4842274330340213,-1.437613280160055,-1.437613280160055,28.367078149946586,-0.7088221029364932,-0.2492274691641744,-0.6118210122707238
2,1941,15,-0.9421329189811205,-0.38660841402615603,0.8092704264843229,0.8092704264843229,31.479730930072215,-0.5832643511111735,0.040776888467672946,-0.0801830566716644
2,1942,15,1.5086565469078104,0.603571788888314,-1.4870358212116281,-1.4870358212116281,25.310651016473898,-1.0373610315026522,-0.6120893497787919,-0.37559723453487415
2,1943,16,2.433570792863826,0.9262037024218721,-0.5169991560943561,-0.5169991560943561,30.588448160935982,0.26045861405388027,0.04138181534351995,-0.7081498280424243
2,1944,16,-0.7857925109059931,-0.775859564578117,0.00859109376713751,0.00859109376713751,30.309783060237493,-0.8101061024401174,-0.8377076183899512,-0.32876662628747577
2,1945,16,0.3664038547070944,-0.7735670456892385,-1.0269847178039537,-1.0269847178039537,29.60731706221425,-0.5116339944011883,0.15360256662762584,1.5816386546415282
2,1946,17,-1.5504643633397255,0.5817397212786698,1.1577511822324902,1.1577511822324902,32.195196242013424,-0.7840055577590251,-0.5807645320667266,-0.2558352308804662
2,1947,17,-0.2300270553415026,0.4837042686472627,-1.8780892355468106,-1.8780892355468106,24.5987398660418,-0.1104419236019,-0.2511592332984844,-0.796126232181321
2,1948,17,-0.8934381674007692,2.420679008072902,-0.3260057086645786,-0.3260057086645786,29.667593063367967,-0.5641653459565042,-0.37973754143318783,-0.8049238725952106
2,1949,18,-0.6999396395942081,-0.8680583533027924,0.5453145491535552,0.5453145491535552,30.781585542224125,-0.6750914908035955,-0.25660466599907006,-0.5367007205455854
2,1950,18,0.3001310905118858,1.2807832756863713,0.4125663798749786,0.4125663798749786,28.61024276131305,-0.3738833084204477,-0.4531059911315576,-0.07455899570814398
2,1951,18,0.07421227342894827,-1.010508051691098,1.056704899280505,1.056704899280505,30.813891606774853,-0.47868816852948665,-0.8352560330195605,-0.2636979247382038
2,1952,19,1.051298873348431,0.3466619568411487,0.6146670474373442,0.6146670474373442,31.123510045408167,0.1012317737441632,1.0228594099302917,0.8151677113195174
2,1953,19,0.6118245697202405,-0.04661182735022549,-0.8876628351502653,-0.8876628351502653,28.81310479414917,-0.8469198907859934,-0.510775632872039,-0.7824410137597148
2,1954,20,-1.2060009589236385,0.8208947745565627,-0.03687895177115288,-0.03687895177115288,28.403110090520222,0.16573186809047988,-0.29992753168722475,0.43262920101430646
2,1955,20,-1.7590536864765163,0.20554734336462946,0.07049358452915037,0.07049358452915037,29.358460698200112,-0.6076188558676657,-0.22684382579455148,-0.16129007425464384
2,1956,20,-0.9918298524205084,-1.4454662229249182,-0.3024786509535231,-0.3024786509535231,29.689039895624283,-0.4597872930792038,-0.5669089084555102,-0.3256961909768995
2,1957,21,-0.44949335074009106,-0.27532689960474677,1.5009127028683027,1.5009127028683027,32.12344760871059,0.13505557301649104,-0.018475935552098803,1.265592642482958
2,1958,21,-0.8109657216896827,0.468568998595041,1.016625813662132,1.016625813662132,31.782035067344275,-0.6318556025083719,-0.40878356661155474,-0.6388999355942606
