Направление,Год поступления,Количество поступивших,Сумма баллов,Сумма баллов за ВИ,Кол-во баллов за ИД,Возраст,Регион рождения,Уровень безработицы,Доля женщин,Доля преимущественного права,Доля наличия договора
1,1921,12,168.58333333333334,71.58333333333333,78.5,25.920375653276434,71.58333333333333,31.583333333333332,0.1388888888888889,0.027777777777777776,0.1111111111111111
1,1922,12,173.91666666666666,70.33333333333333,80.33333333333333,26.416666666666668,70.33333333333333,29.666666666666668,0.5,0.2,0.0
1,1923,12,185.0,69.0,84.5,25.501854493304887,69.0,30.666666666666668,0.14814814814814814,0.037037037037037035,0.07407407407407407
1,1924,12,191.58333333333334,72.08333333333333,80.33333333333333,23.83518782663822,72.08333333333333,33.166666666666664,0.0821917808219178,0.0273972602739726,0.0410958904109589
1,1925,12,188.83333333333334,71.41666666666667,80.16666666666667,25.083333333333332,71.41666666666667,28.166666666666668,0.2,0.08,0.04
1,1926,12,200.41666666666666,69.41666666666667,77.75,24.083333333333332,69.41666666666667,29.75,0.14285714285714285,0.023809523809523808,0.047619047619047616
1,1927,12,173.83333333333334,71.08333333333333,77.0,26.58518782663822,71.08333333333333,29.0,0.28,0.04,0.04
1,1928,12,176.83333333333334,74.08333333333333,74.75,24.001854493304887,74.08333333333333,33.833333333333336,0.12121212121212122,0.06060606060606061,0.06060606060606061
1,1929,12,188.66666666666666,62.666666666666664,76.66666666666667,25.587042319943098,62.666666666666664,29.833333333333332,0.5454545454545454,0.2727272727272727,0.18181818181818182
1,1930,12,188.58333333333334,73.5,78.33333333333333,26.253708986609766,73.5,33.083333333333336,0.2,0.0,0.06666666666666667
1,1931,13,186.53846153846155,67.23076923076923,78.92307692307692,25.311115987639784,67.23076923076923,29.076923076923077,0.2727272727272727,0.0,0.09090909090909091
1,1932,13,176.3846153846154,71.53846153846153,78.0,27.53846153846154,71.53846153846153,28.846153846153847,0.17857142857142858,0.07142857142857142,0.03571428571428571
1,1933,13,170.46153846153845,67.15384615384616,81.53846153846153,25.386327224589124,67.15384615384616,29.53846153846154,0.19444444444444445,0.1111111111111111,0.027777777777777776
1,1934,13,175.6153846153846,64.0,82.53846153846153,26.158981673767364,64.0,27.846153846153847,0.34782608695652173,0.0,0.13043478260869565
1,1935,13,193.69230769230768,64.38461538461539,77.84615384615384,27.080346756870554,64.38461538461539,28.615384615384617,0.23684210526315788,0.05263157894736842,0.05263157894736842
1,1936,13,187.0,72.6923076923077,82.61538461538461,25.694019532281434,72.6923076923077,30.23076923076923,0.25,0.125,0.08333333333333333
1,1937,13,184.69230769230768,66.38461538461539,76.61538461538461,26.153846153846153,66.38461538461539,27.615384615384617,0.16129032258064516,0.0,0.0
1,1938,13,164.6153846153846,62.23076923076923,81.07692307692308,26.847865686127587,62.23076923076923,26.384615384615383,0.23529411764705882,0.11764705882352941,0.23529411764705882
1,1939,13,161.84615384615384,64.76923076923077,72.61538461538461,27.15726983379363,64.76923076923077,25.384615384615383,0.06896551724137931,0.034482758620689655,0.06896551724137931
1,1940,13,177.53846153846155,69.92307692307692,87.3076923076923,26.540173378435277,69.92307692307692,28.923076923076923,0.125,0.020833333333333332,0.08333333333333333
1,1941,13,179.3846153846154,79.84615384615384,79.6923076923077,26.309404147666047,79.84615384615384,32.76923076923077,0.20833333333333334,0.041666666666666664,0.125
1,1942,13,186.15384615384616,71.6923076923077,83.3076923076923,25.309404147666047,71.6923076923077,30.46153846153846,0.07317073170731707,0.0,0.12195121951219512
1,1943,13,165.69230769230768,71.38461538461539,77.07692307692308,25.924788763050664,71.38461538461539,30.23076923076923,0.42857142857142855,0.14285714285714285,0.21428571428571427
1,1944,13,179.46153846153845,71.46153846153847,79.0,27.0,71.46153846153847,30.76923076923077,0.1282051282051282,0.10256410256410256,0.0
1,1945,13,184.76923076923077,60.30769230769231,80.3076923076923,23.23076923076923,60.30769230769231,26.923076923076923,0.4444444444444444,0.0,0.2777777777777778
1,1946,14,170.71428571428572,72.5,80.57142857142857,23.5031791313798,72.5,32.357142857142854,0.16666666666666666,0.03333333333333333,0.13333333333333333
1,1947,14,176.5,68.14285714285714,78.21428571428571,25.073018137118474,68.14285714285714,30.428571428571427,0.14285714285714285,0.047619047619047616,0.047619047619047616
1,1948,14,196.21428571428572,68.28571428571429,77.0,27.14762583992684,68.28571428571429,30.571428571428573,0.14285714285714285,0.03571428571428571,0.07142857142857142
1,1949,14,172.5,66.85714285714286,71.57142857142857,25.933340125641127,66.85714285714286,29.642857142857142,0.08333333333333333,0.027777777777777776,0.05555555555555555
1,1950,14,181.21428571428572,71.71428571428571,73.42857142857143,25.357142857142858,71.71428571428571,32.42857142857143,0.12,0.0,0.04
1,1951,14,186.64285714285714,74.42857142857143,78.64285714285714,24.571428571428573,74.42857142857143,32.0,0.24242424242424243,0.0,0.06060606060606061
1,1952,14,172.92857142857142,68.0,71.42857142857143,24.287303851404186,68.0,28.714285714285715,0.9166666666666666,0.0,0.25
1,1953,14,156.85714285714286,77.28571428571429,81.0,25.433340125641127,77.28571428571429,34.142857142857146,0.125,0.0,0.09375
1,1954,14,171.71428571428572,62.857142857142854,82.5,27.571428571428573,62.857142857142854,26.928571428571427,0.22727272727272727,0.13636363636363635,0.13636363636363635
1,1955,14,192.92857142857142,77.14285714285714,77.28571428571429,26.0031791313798,77.14285714285714,34.07142857142857,0.2857142857142857,0.10714285714285714,0.0
1,1956,14,186.57142857142858,72.64285714285714,80.35714285714286,26.004768697069697,72.64285714285714,31.5,0.1111111111111111,0.0,0.027777777777777776
1,1957,14,180.85714285714286,64.92857142857143,75.28571428571429,27.715875279975617,64.92857142857143,27.857142857142858,0.2222222222222222,0.0,0.16666666666666666
1,1958,14,184.78571428571428,71.71428571428571,73.71428571428571,23.933340125641127,71.71428571428571,31.357142857142858,0.20408163265306123,0.04081632653061224,0.061224489795918366
1,1959,14,180.5,77.28571428571429,78.28571428571429,23.787303851404186,77.28571428571429,36.285714285714285,0.38095238095238093,0.047619047619047616,0.047619047619047616
1,1960,14,188.5,70.85714285714286,81.64285714285714,24.787303851404186,70.85714285714286,31.857142857142858,0.17647058823529413,0.058823529411764705,0.058823529411764705
1,1961,15,188.86666666666667,69.8,79.0,27.271117450598386,69.8,31.066666666666666,0.4444444444444444,0.16666666666666666,0.3888888888888889
1,1962,15,191.73333333333332,72.26666666666667,84.0,25.068150261310574,72.26666666666667,31.466666666666665,0.3333333333333333,0.03333333333333333,0.13333333333333333
1,1963,15,197.66666666666666,64.93333333333334,81.33333333333333,26.936300522621146,64.93333333333334,29.333333333333332,0.10204081632653061,0.02040816326530612,0.08163265306122448
1,1964,15,188.53333333333333,69.6,79.8,24.201483594643907,69.6,30.266666666666666,0.16,0.04,0.08
1,1965,15,189.0,68.13333333333334,81.93333333333334,27.001483594643908,68.13333333333334,30.533333333333335,0.11904761904761904,0.0,0.023809523809523808
1,1966,15,187.33333333333334,67.06666666666666,81.66666666666667,26.204450783931716,67.06666666666666,29.333333333333332,0.4,0.0,0.2
1,1967,15,197.13333333333333,69.2,75.13333333333334,25.002967189287812,69.2,30.4,0.09523809523809523,0.023809523809523808,0.047619047619047616
1,1968,15,187.73333333333332,70.13333333333334,74.86666666666666,26.06963385595448,70.13333333333334,28.666666666666668,0.21739130434782608,0.0,0.08695652173913043
1,1969,15,181.06666666666666,67.53333333333333,76.2,26.268150261310574,67.53333333333333,27.933333333333334,0.26666666666666666,0.1,0.06666666666666667
1,1970,15,191.6,65.66666666666667,76.66666666666667,26.533333333333335,65.66666666666667,28.2,1.0,0.0,0.0
1,1971,15,167.66666666666666,75.93333333333334,78.4,24.2,75.93333333333334,32.8,0.21739130434782608,0.043478260869565216,0.17391304347826086
1,1972,15,185.4,72.33333333333333,84.73333333333333,25.86963385595448,72.33333333333333,30.533333333333335,0.06451612903225806,0.0,0.016129032258064516
1,1973,15,173.4,76.06666666666666,80.26666666666667,27.734816927977242,76.06666666666666,32.93333333333333,0.19230769230769232,0.0,0.0
1,1974,16,178.8125,66.875,84.625,26.626390869978664,66.875,29.375,0.24242424242424243,0.0,0.09090909090909091
1,1975,16,179.5625,78.5,80.8125,26.188890869978664,78.5,30.875,0.25,0.041666666666666664,0.125
1,1976,16,174.125,70.9375,78.3125,25.815281739957324,70.9375,31.25,0.12903225806451613,0.03225806451612903,0.03225806451612903
1,1977,16,182.6875,71.875,77.75,24.813890869978664,71.875,33.0625,0.13636363636363635,0.13636363636363635,0.045454545454545456
1,1978,16,182.625,67.625,78.75,26.13056347991465,67.625,28.0625,0.25,0.0,0.10714285714285714
1,1979,16,186.125,68.0625,77.875,24.944454349893313,68.0625,29.6875,0.2222222222222222,0.027777777777777776,0.1111111111111111
1,1980,16,172.625,70.5625,77.0,24.877781739957324,70.5625,29.0625,0.25925925925925924,0.0,0.14814814814814814
1,1981,16,187.6875,70.625,77.4375,25.625,70.625,31.5,0.2647058823529412,0.0,0.029411764705882353
1,1982,16,177.3125,69.0,81.0625,25.251390869978664,69.0,30.3125,0.42857142857142855,0.047619047619047616,0.047619047619047616
1,1983,16,182.125,70.875,77.125,25.44306347991465,70.875,29.25,0.17142857142857143,0.08571428571428572,0.02857142857142857
1,1984,16,187.5,73.375,79.125,25.126390869978664,73.375,31.9375,0.2608695652173913,0.043478260869565216,0.13043478260869565
1,1985,16,191.0,62.1875,77.1875,26.438890869978664,62.1875,27.75,0.3,0.03333333333333333,0.16666666666666666
1,1986,16,181.125,73.75,79.6875,26.375,73.75,31.875,0.3125,0.25,0.125
1,1987,16,168.75,67.0625,74.5625,27.251390869978664,67.0625,28.375,0.15384615384615385,0.07692307692307693,0.11538461538461539
1,1988,17,176.41176470588235,67.70588235294117,82.88235294117646,25.53072081880345,67.70588235294117,28.941176470588236,0.18604651162790697,0.09302325581395349,0.11627906976744186
1,1989,17,195.58823529411765,71.88235294117646,81.05882352941177,26.00261810819513,71.88235294117646,29.0,0.3125,0.0625,0.3125
1,1990,17,182.1764705882353,67.82352941176471,78.47058823529412,25.9424855246858,67.82352941176471,29.11764705882353,0.23255813953488372,0.06976744186046512,0.06976744186046512
1,1991,17,183.94117647058823,62.470588235294116,83.17647058823529,25.473206343489245,62.470588235294116,27.235294117647058,0.5789473684210527,0.21052631578947367,0.21052631578947367
1,1992,17,173.88235294117646,76.76470588235294,81.11764705882354,25.764705882352942,76.76470588235294,31.470588235294116,0.3125,0.09375,0.21875
1,1993,17,166.1764705882353,65.3529411764706,79.70588235294117,26.53072081880345,65.3529411764706,28.294117647058822,0.5555555555555556,0.2222222222222222,0.4444444444444444
1,1994,17,181.35294117647058,74.58823529411765,80.52941176470588,25.707191407038742,74.58823529411765,32.588235294117645,0.4166666666666667,0.0,0.16666666666666666
1,1995,17,172.64705882352942,68.6470588235294,77.82352941176471,27.296735755253952,68.6470588235294,30.764705882352942,0.07575757575757576,0.030303030303030304,0.030303030303030304
1,1996,17,189.2941176470588,67.11764705882354,79.0,25.179088696430423,67.11764705882354,29.352941176470587,0.23076923076923078,0.11538461538461539,0.15384615384615385
1,1997,17,182.11764705882354,66.6470588235294,78.47058823529412,24.470588235294116,66.6470588235294,29.58823529411765,0.20588235294117646,0.029411764705882353,0.0
1,1998,18,174.5,77.94444444444444,75.55555555555556,24.613583768850955,77.94444444444444,31.88888888888889,0.35,0.1,0.15
1,1999,18,173.11111111111111,68.94444444444444,81.77777777777777,25.337042319943098,68.94444444444444,28.88888888888889,0.29411764705882354,0.058823529411764705,0.058823529411764705
1,2000,18,188.72222222222223,64.88888888888889,77.27777777777777,26.78148676438754,64.88888888888889,27.555555555555557,0.7,0.3,0.6
1,2001,18,166.94444444444446,70.83333333333333,82.05555555555556,26.5,70.83333333333333,31.333333333333332,0.3333333333333333,0.07407407407407407,0.07407407407407407
1,2002,18,186.55555555555554,67.11111111111111,76.11111111111111,27.39012521775881,67.11111111111111,30.27777777777778,0.1506849315068493,0.0273972602739726,0.0273972602739726
1,2003,18,182.94444444444446,69.55555555555556,83.72222222222223,28.503708986609766,69.55555555555556,30.444444444444443,0.4074074074074074,0.037037037037037035,0.25925925925925924
1,2004,18,175.38888888888889,68.33333333333333,83.05555555555556,26.16790299553659,68.33333333333333,30.166666666666668,0.2571428571428571,0.0,0.05714285714285714
1,2005,18,188.38888888888889,68.22222222222223,80.38888888888889,26.28519575099731,68.22222222222223,29.333333333333332,0.28,0.04,0.24
1,2006,18,193.88888888888889,65.61111111111111,82.66666666666667,26.39259787549865,65.61111111111111,29.61111111111111,0.21875,0.0625,0.15625
1,2007,18,189.22222222222223,73.88888888888889,81.38888888888889,24.224694879962065,73.88888888888889,32.05555555555556,0.42105263157894735,0.05263157894736842,0.21052631578947367
1,2008,18,187.5,68.44444444444444,78.94444444444444,26.502472657739844,68.44444444444444,28.666666666666668,0.2903225806451613,0.03225806451612903,0.12903225806451613
1,2009,19,186.0,74.3157894736842,77.26315789473684,26.212868833648272,74.3157894736842,32.21052631578947,1.0,0.875,0.375
1,2010,19,195.78947368421052,66.63157894736842,81.3157894736842,27.002342517858803,66.63157894736842,30.05263157894737,0.34782608695652173,0.08695652173913043,0.17391304347826086
1,2011,19,190.3684210526316,64.78947368421052,78.36842105263158,25.36959231156098,64.78947368421052,28.526315789473685,0.15873015873015872,0.031746031746031744,0.047619047619047616
1,2012,19,176.42105263157896,75.73684210526316,80.3157894736842,23.0011712589294,75.73684210526316,32.36842105263158,0.47058823529411764,0.058823529411764705,0.11764705882352941
1,2013,19,178.05263157894737,75.57894736842105,75.47368421052632,26.31578947368421,75.57894736842105,32.526315789473685,0.13043478260869565,0.043478260869565216,0.06521739130434782
1,2014,19,188.8421052631579,72.57894736842105,80.73684210526316,26.63157894736842,72.57894736842105,32.578947368421055,0.2916666666666667,0.16666666666666666,0.125
1,2015,19,178.78947368421052,69.78947368421052,83.78947368421052,26.47485546945572,69.78947368421052,29.157894736842106,0.1935483870967742,0.06451612903225806,0.16129032258064516
1,2016,19,168.0,71.47368421052632,83.73684210526316,25.473684210526315,71.47368421052632,31.210526315789473,0.47058823529411764,0.058823529411764705,0.47058823529411764
1,2017,19,189.8421052631579,76.21052631578948,80.42105263157895,25.94736842105263,76.21052631578948,32.421052631578945,0.2413793103448276,0.06896551724137931,0.06896551724137931
1,2018,19,193.31578947368422,73.84210526315789,85.10526315789474,26.795329978857527,73.84210526315789,32.0,0.20833333333333334,0.020833333333333332,0.10416666666666667
1,2019,19,182.68421052631578,72.3157894736842,78.94736842105263,26.63275020629782,72.3157894736842,31.05263157894737,0.52,0.12,0.12
1,2020,20,186.35,72.15,80.7,27.40333808794879,72.15,32.2,0.24390243902439024,0.07317073170731707,0.0975609756097561
1,2021,20,190.7,69.6,80.75,24.502225391965858,69.6,28.15,0.4166666666666667,0.125,0.041666666666666664
1,2022,20,181.2,73.1,79.65,26.302225391965862,73.1,31.45,0.22580645161290322,0.06451612903225806,0.16129032258064516
1,2023,20,195.1,67.55,81.45,26.00222539196586,67.55,30.05,0.9166666666666666,0.08333333333333333,0.4166666666666667
1,2024,20,187.3,64.85,76.65,25.70222539196586,64.85,27.05,0.5625,0.3125,0.0
2,1908,8,165.75,63.375,86.875,26.50556347991465,63.375,27.625,0.2727272727272727,0.0,0.09090909090909091
2,1909,8,174.375,67.5,79.5,25.252781739957324,67.5,28.25,0.35714285714285715,0.07142857142857142,0.0
2,1910,8,165.125,64.5,82.75,23.0,64.5,26.875,0.15789473684210525,0.05263157894736842,0.0
2,1911,8,164.375,61.125,82.25,22.88056347991465,61.125,26.25,0.25,0.0,0.0625
2,1912,9,180.22222222222223,61.55555555555556,81.44444444444444,27.89630686210842,61.55555555555556,26.555555555555557,0.1111111111111111,0.022222222222222223,0.022222222222222223
2,1913,9,192.22222222222223,63.55555555555556,78.22222222222223,29.444444444444443,63.55555555555556,26.77777777777778,0.4166666666666667,0.16666666666666666,0.08333333333333333
2,1914,9,191.77777777777777,74.77777777777777,72.11111111111111,27.113583768850955,74.77777777777777,32.44444444444444,0.12121212121212122,0.0,0.030303030303030304
2,1915,9,204.33333333333334,69.77777777777777,83.55555555555556,27.22222222222222,69.77777777777777,31.88888888888889,0.2727272727272727,0.0,0.0
2,1916,9,173.11111111111111,71.88888888888889,76.0,24.780250435517623,71.88888888888889,32.111111111111114,0.13793103448275862,0.0,0.034482758620689655
2,1917,9,182.77777777777777,68.33333333333333,77.66666666666667,28.666666666666668,68.33333333333333,29.88888888888889,0.13513513513513514,0.0,0.0
2,1918,10,203.9,66.1,72.5,25.308901567863437,66.1,29.7,0.15384615384615385,0.0,0.15384615384615385
2,1919,10,189.1,74.1,84.8,24.90222539196586,74.1,32.4,0.14705882352941177,0.029411764705882353,0.08823529411764706
2,1920,10,199.4,82.3,81.0,26.80445078393172,82.3,36.7,0.38461538461538464,0.0,0.07692307692307693
2,1921,10,182.2,73.2,76.6,29.602225391965863,73.2,32.7,0.1891891891891892,0.0,0.05405405405405406
2,1922,10,190.1,73.2,75.0,25.602225391965863,73.2,32.0,0.7,0.0,0.1
2,1923,11,184.72727272727272,76.72727272727273,73.0,23.73131889448338,76.72727272727273,31.09090909090909,0.2962962962962963,0.1111111111111111,0.0
2,1924,11,172.9090909090909,74.54545454545455,80.0909090909091,25.729295810878057,74.54545454545455,31.818181818181817,0.05333333333333334,0.02666666666666667,0.013333333333333334
2,1925,11,178.72727272727272,77.18181818181819,86.0909090909091,28.456568538150783,77.18181818181819,33.45454545454545,0.20833333333333334,0.0,0.08333333333333333
2,1926,11,183.63636363636363,72.45454545454545,75.36363636363636,25.547477629059873,72.45454545454545,27.90909090909091,0.09523809523809523,0.023809523809523808,0.047619047619047616
2,1927,11,191.0,73.72727272727273,86.45454545454545,26.915160159906886,73.72727272727273,30.727272727272727,0.24,0.08,0.16
2,1928,12,175.66666666666666,69.66666666666667,77.83333333333333,24.333333333333332,69.66666666666667,30.333333333333332,0.2727272727272727,0.0,0.0
2,1929,12,186.25,67.66666666666667,78.66666666666667,26.83518782663822,67.66666666666667,28.583333333333332,0.36363636363636365,0.09090909090909091,0.2727272727272727
2,1930,12,182.41666666666666,64.08333333333333,81.91666666666667,26.753708986609766,64.08333333333333,24.25,0.0967741935483871,0.12903225806451613,0.12903225806451613
2,1931,12,191.08333333333334,70.91666666666667,77.08333333333333,25.587042319943098,70.91666666666667,30.5,0.4090909090909091,0.09090909090909091,0.0
2,1932,13,173.69230769230768,68.84615384615384,76.46153846153847,28.386327224589124,68.84615384615384,30.615384615384617,0.21428571428571427,0.03571428571428571,0.10714285714285714
2,1933,13,183.15384615384616,70.46153846153847,77.6923076923077,24.540173378435277,70.46153846153847,29.76923076923077,0.1388888888888889,0.05555555555555555,0.05555555555555555
2,1934,13,185.69230769230768,73.92307692307692,79.53846153846153,25.23248107074297,73.92307692307692,32.23076923076923,0.43478260869565216,0.043478260869565216,0.17391304347826086
2,1935,13,174.23076923076923,68.38461538461539,76.46153846153847,26.851289366075058,68.38461538461539,30.46153846153846,0.15789473684210525,0.02631578947368421,0.02631578947368421
2,1936,14,166.92857142857142,71.14285714285714,78.35714285714286,24.5,71.14285714285714,31.285714285714285,0.08333333333333333,0.08333333333333333,0.125
2,1937,14,189.78571428571428,70.78571428571429,80.0,25.292072548473886,70.78571428571429,32.214285714285715,0.0967741935483871,0.03225806451612903,0.16129032258064516
2,1938,14,188.57142857142858,70.85714285714286,74.57142857142857,23.5,70.85714285714286,29.5,0.4117647058823529,0.0,0.058823529411764705
2,1939,15,197.53333333333333,72.26666666666667,79.06666666666666,25.66963385595448,72.26666666666667,28.733333333333334,0.1724137931034483,0.0,0.13793103448275862
2,1940,15,174.13333333333333,63.8,79.4,24.20296718928781,63.8,28.333333333333332,0.20833333333333334,0.020833333333333332,0.14583333333333334
2,1941,15,175.8,73.46666666666667,85.6,25.534816927977243,73.46666666666667,31.466666666666665,0.24,0.08,0.2
2,1942,15,198.53333333333333,63.6,82.93333333333334,26.736300522621146,63.6,25.2,0.04878048780487805,0.04878048780487805,0.07317073170731707
2,1943,16,207.0,67.8125,77.375,27.127781739957324,67.8125,30.625,0.5714285714285714,0.0,0.14285714285714285
2,1944,16,177.3125,69.875,79.125,25.0625,69.875,30.25,0.15384615384615385,0.05128205128205128,0.02564102564102564
2,1945,16,188.0,65.75,79.0,25.065281739957324,65.75,29.5,0.2631578947368421,0.2631578947368421,0.21052631578947367
2,1946,17,170.2941176470588,74.94117647058823,77.58823529411765,26.709809515233868,74.94117647058823,32.23529411764706,0.12903225806451613,0.06451612903225806,0.06451612903225806
2,1947,17,182.47058823529412,62.05882352941177,80.41176470588235,26.590853402312774,62.05882352941177,24.647058823529413,0.4090909090909091,0.0,0.13636363636363635
2,1948,17,176.2941176470588,68.58823529411765,81.82352941176471,28.941176470588236,68.58823529411765,29.58823529411765,0.25,0.0,0.10714285714285714
2,1949,18,178.16666666666666,72.44444444444444,77.61111111111111,24.950626088794056,72.44444444444444,30.666666666666668,0.19444444444444445,0.027777777777777776,0.1388888888888889
2,1950,18,187.33333333333334,71.61111111111111,80.44444444444444,27.5580282132954,71.61111111111111,28.333333333333332,0.3076923076923077,0.07692307692307693,0.07692307692307693
2,1951,18,185.27777777777777,74.55555555555556,82.77777777777777,24.77777777777778,74.55555555555556,30.833333333333332,0.2727272727272727,0.06060606060606061,0.030303030303030304
2,1952,19,194.31578947368422,72.57894736842105,78.47368421052632,26.424566408367145,72.57894736842105,31.05263157894737,0.4166666666666667,0.16666666666666666,0.3333333333333333
2,1953,19,190.26315789473685,66.15789473684211,80.05263157894737,25.94736842105263,66.15789473684211,28.789473684210527,0.15151515151515152,0.0,0.09090909090909091
2,1954,20,173.5,69.85,81.25,27.0,69.85,28.25,0.5,0.13636363636363635,0.13636363636363635
2,1955,20,168.4,70.25,82.15,26.253338087948787,70.25,29.35,0.17857142857142858,0.07142857142857142,0.14285714285714285
2,1956,20,175.45,68.6,78.3,24.25,68.6,29.65,0.2702702702702703,0.05405405405405406,0.08108108108108109
2,1957,21,180.42857142857142,76.33333333333333,81.0952380952381,25.669845798046463,76.33333333333333,32.142857142857146,0.5,0.2222222222222222,0.16666666666666666
2,1958,21,177.0952380952381,74.28571428571429,81.0,26.572488281888507,74.28571428571429,31.761904761904763,0.24,0.02,0.1
2,1959,22,186.54545454545453,63.72727272727273,80.5909090909091,24.504046167210653,63.72727272727273,27.272727272727273,0.42857142857142855,0.09523809523809523,0.2857142857142857
2,1960,22,184.5,68.77272727272727,79.5,26.18384126542351,68.77272727272727,30.545454545454547,0.3142857142857143,0.08571428571428572,0.05714285714285714
2,1961,22,183.27272727272728,63.45454545454545,79.68181818181819,27.00202308360533,63.45454545454545,26.954545454545453,0.5,0.16666666666666666,0.2777777777777778
2,1962,23,165.30434782608697,66.17391304347827,82.21739130434783,25.130434782608695,66.17391304347827,28.217391304347824,0.26666666666666666,0.1,0.13333333333333333
2,1963,23,183.04347826086956,69.21739130434783,79.6086956521739,24.95845686257901,69.21739130434783,29.26086956521739,0.21153846153846154,0.057692307692307696,0.038461538461538464
2,1964,24,182.125,74.58333333333333,77.5,26.583333333333332,74.58333333333333,33.166666666666664,0.36,0.16,0.04
2,1965,24,183.83333333333334,70.41666666666667,79.04166666666667,27.63149072656709,70.41666666666667,31.041666666666668,0.19047619047619047,0.07142857142857142,0.11904761904761904
2,1966,25,191.72,69.8,81.4,25.72178031357269,69.8,29.96,1.0,0.0,0.4
2,1967,25,184.2,71.44,81.52,25.64267047035903,71.44,30.04,0.2619047619047619,0.09523809523809523,0.11904761904761904
2,1968,26,180.07692307692307,63.03846153846154,82.84615384615384,24.53846153846154,63.03846153846154,26.923076923076923,0.5,0.041666666666666664,0.16666666666666666
2,1969,26,180.73076923076923,74.15384615384616,77.6923076923077,24.57777899690995,74.15384615384616,31.03846153846154,0.43333333333333335,0.03333333333333333,0.0
2,1970,27,198.66666666666666,73.22222222222223,82.77777777777777,25.96378718220958,73.22222222222223,30.22222222222222,1.25,0.25,0.5
2,1971,27,185.66666666666666,73.55555555555556,79.18518518518519,25.70452792295032,73.55555555555556,32.44444444444444,0.5217391304347826,0.13043478260869565,0.30434782608695654
2,1972,28,185.53571428571428,76.46428571428571,79.85714285714286,25.35873242283276,76.46428571428571,32.857142857142854,0.28125,0.0625,0.15625
2,1973,29,178.20689655172413,63.51724137931034,81.62068965517241,26.41609523306813,63.51724137931034,26.0,0.4230769230769231,0.07692307692307693,0.15384615384615385
2,1974,29,191.44827586206895,66.03448275862068,79.89655172413794,25.727207437194288,66.03448275862068,28.517241379310345,0.48484848484848486,0.06060606060606061,0.18181818181818182
2,1975,30,180.2,71.53333333333333,81.16666666666667,26.202225391965857,71.53333333333333,31.166666666666668,0.4583333333333333,0.041666666666666664,0.041666666666666664
2,1976,30,180.03333333333333,70.86666666666666,81.6,26.266666666666666,70.86666666666666,31.0,0.3333333333333333,0.1,0.3
2,1977,31,185.83870967741936,74.45161290322581,80.74193548387096,24.32688785541779,74.45161290322581,33.54838709677419,0.7727272727272727,0.09090909090909091,0.5
2,1978,31,192.0,68.09677419354838,79.12903225806451,28.389250379321798,68.09677419354838,27.64516129032258,0.4642857142857143,0.03571428571428571,0.17857142857142858
2,1979,32,184.25,72.125,80.90625,25.597227174946656,72.125,30.8125,0.3055555555555556,0.05555555555555555,0.16666666666666666
2,1980,33,190.21212121212122,68.81818181818181,80.72727272727273,24.91246271509979,68.81818181818181,30.09090909090909,0.5185185185185185,0.07407407407407407,0.18518518518518517
2,1981,33,179.27272727272728,71.06060606060606,82.51515151515152,25.941417022999264,71.06060606060606,30.666666666666668,0.35294117647058826,0.08823529411764706,0.20588235294117646
